"scientific_name","common_name","previous_category","new_category","reason_for_change","year"
"Dalbergia chapelieri",NA,"VU","NT","N","2012.2"
"Dalbergia peltieri",NA,"LR/nt","LC","N","2012.2"
"Dypsis ampasindavae",NA,"EN","CR","N","2012.2"
"Dypsis andrianatonga",NA,"LR/nt","VU","G","2012.2"
"Dypsis antanambensis",NA,"EN","CR","N","2012.2"
"Dypsis basilonga",NA,"EN","CR","G","2012.2"
"Dypsis bejofo",NA,"EN","VU","N","2012.2"
"Dypsis canescens",NA,"CR","DD","N","2012.2"
"Dypsis ceracea",NA,"CR","EN","N","2012.2"
"Dypsis commersoniana",NA,"CR","DD","N","2012.2"
"Dypsis coursii",NA,"VU","LC","N","2012.2"
"Dypsis decipiens",NA,"EN","VU","N","2012.2"
"Dypsis dransfieldii",NA,"EN","NT","N","2012.2"
"Dypsis fasciculata",NA,"VU","NT","N","2012.2"
"Dypsis ligulata",NA,"CR","DD","N","2012.2"
"Dypsis madagascariensis",NA,"LR/nt","LC","N","2012.2"
"Dypsis malcomberi",NA,"VU","EN","G","2012.2"
"Dypsis mananjarensis",NA,"VU","NT","N","2012.2"
"Dypsis mcdonaldiana",NA,"VU","EN","G","2012.2"
"Dypsis psammophila",NA,"CR","EN","N","2012.2"
"Dypsis sahanofensis",NA,"EN","CR","G","2012.2"
"Dypsis saintelucei",NA,"CR","EN","N","2012.2"
"Dypsis utilis",NA,"VU","EN","N","2012.2"
"Erigeron incertus",NA,"VU","EN","N","2012.2"
"Erythrina burana",NA,"LR/nt","LC","N","2012.2"
"Erythrina sacleuxii",NA,"VU","NT","N","2012.2"
"Erythrina schliebenii",NA,"EX","CR","N","2012.2"
"Exacum socotranum",NA,"EN","CR","N","2012.2"
"Guibourtia ehie",NA,"VU","LC","N","2012.2"
"Hymenostegia aubrevillei",NA,"VU","NT","N","2012.2"
"Lonchocarpus minimiflorus",NA,"EN","LC","N","2012.2"
"Marojejya darianii",NA,"CR","EN","N","2012.2"
"Marojejya insignis",NA,"VU","LC","N","2012.2"
"Masoala madagascariensis",NA,"VU","CR","G","2012.2"
"Nastanthus falklandicus",NA,"VU","EN","N","2012.2"
"Newtonia erlangeri",NA,"LR/nt","EN","G","2012.2"
"Orania longisquama",NA,"LR/nt","LC","N","2012.2"
"Orania trispatha",NA,"CR","VU","N","2012.2"
"Panicum socotranum",NA,"VU","CR","N","2012.2"
"Phlebolobium maclovianum",NA,"VU","EN","N","2012.2"
"Plantago moorei",NA,"VU","EN","N","2012.2"
"Ravenea dransfieldii",NA,"VU","EN","N","2012.2"
"Ravenea krociana",NA,"VU","EN","N","2012.2"
"Ravenea lakatra",NA,"EN","CR","G","2012.2"
"Ravenea louvelii",NA,"EN","CR","G","2012.2"
"Ravenea madagascariensis",NA,"LR/nt","LC","N","2012.2"
"Ravenea musicalis",NA,"VU","CR","N","2012.2"
"Ravenea rivularis",NA,"VU","EN","N","2012.2"
"Ravenea sambiranensis",NA,"VU","LC","N","2012.2"
"Ravenea xerophila",NA,"EN","VU","N","2012.2"
"Scaevola socotraensis",NA,"EN","CR","N","2012.2"
"Senna caudata",NA,"VU","NT","N","2012.2"
"Sporobolus caespitosus",NA,"VU","CR","N","2012.1"
"Acritodon nephophilus",NA,"EN","CR","N","2012.1"
"Archidium elatum",NA,"EN","NT","N","2012.1"
"Dendroceros japonicus",NA,"VU","EN","N","2012.1"
"Geothallus tuberosus",NA,"EN","CR","N","2012.1"
"Leptolejeunea tridentata",NA,"CR","EN","N","2012.1"
"Luteolejeunea herzogii",NA,"EN","LC","N","2012.1"
"Orthotrichum scanicum",NA,"VU","LC","N","2012.1"
"Radula jonesii",NA,"EN","VU","N","2012.1"
"Scapania sphaerifera",NA,"VU","NT","N","2012.1"
"Asplenium ascensionis",NA,"NT","VU","N","2012.1"
"Ptisana purpurascens",NA,"NT","CR","N","2012.1"
"Xiphopteris ascensionensis",NA,"NT","CR","N","2012.1"
"Nycticebus javanicus","Javan Slow Loris","EN","CR","N","2013.2"
"Okapia johnstoni","Okapi","NT","EN","N","2013.2"
"Pteropus niger","Greater Mascarene Flying Fox","EN","VU","N","2013.2"
"Tayassu pecari","White-lipped Peccary","NT","VU","G","2013.1"
"Urocyon littoralis","Island Fox","CR","NT","G","2013.2"
"Acrocephalus rodericanus","Rodrigues Warbler","EN","NT","G","2013.2"
"Acrocephalus sorghophilus","Streaked Reed-warbler","VU","EN","G","2013.2"
"Actinodura sodangorum","Black-crowned Barwing","VU","NT","N","2013.2"
"Aimophila notosticta","Oaxaca Sparrow","NT","LC","N","2013.2"
"Apalopteron familiare","Bonin White-eye","VU","NT","N","2013.2"
"Ardeotis kori","Kori Bustard","LC","NT","G","2013.2"
"Buteogallus aequinoctialis","Rufous Crab-hawk","LC","NT","N","2013.2"
"Cacatua alba","White Cockatoo","VU","EN","G","2013.2"
"Drymophila genei","Rufous-tailed Antbird","NT","LC","N","2013.2"
"Emberiza aureola","Yellow-breasted Bunting","VU","EN","G","2013.2"
"Embernagra longicauda","Pale-throated Pampa-finch","NT","LC","N","2013.2"
"Esacus recurvirostris","Great Thick-knee","LC","NT","N","2013.2"
"Eupodotis afra","Black Bustard","LC","VU","G","2013.2"
"Foudia flavicans","Rodrigues Fody","VU","NT","G","2013.2"
"Garrulax rufifrons","Rufous-fronted Laughingthrush","NT","EN","G","2013.2"
"Goura victoria","Victoria Crowned-pigeon","VU","NT","N","2013.2"
"Grallaria carrikeri","Pale-billed Antpitta","LC","NT","N","2013.2"
"Guaruba guarouba","Golden Parakeet","EN","VU","N","2013.2"
"Knipolegus franciscanus","Brazilian Black-tyrant","NT","LC","N","2013.2"
"Larus atlanticus","Olrog's Gull","VU","NT","N","2013.2"
"Luscinia ruficeps","Rufous-headed Robin","VU","EN","N","2013.2"
"Mayrornis schistaceus","Vanikoro Monarch","NT","VU","N","2013.2"
"Mycteria cinerea","Milky Stork","VU","EN","N","2013.2"
"Oriolus mellianus","Silver Oriole","VU","EN","G","2013.2"
"Oryzoborus maximiliani","Great-billed Seed-finch","NT","VU","G","2013.2"
"Perdicula manipurensis","Manipur Bush-quail","VU","EN","N","2013.2"
"Phalacrocorax capensis","Cape Cormorant","NT","EN","G","2013.2"
"Phoebastria nigripes","Black-footed Albatross","VU","NT","N","2013.2"
"Picoides borealis","Red-cockaded Woodpecker","VU","NT","G","2013.2"
"Pitta superba","Superb Pitta","VU","EN","N","2013.2"
"Polemaetus bellicosus","Martial Eagle","NT","VU","G","2013.2"
"Psittacula alexandri","Red-breasted Parakeet","LC","NT","N","2013.2"
"Psittacula eupatria","Alexandrine Parakeet","LC","NT","N","2013.2"
"Psittacula finschii","Grey-headed Parakeet","LC","NT","N","2013.2"
"Psittacula roseata","Blossom-headed Parakeet","LC","NT","N","2013.2"
"Psittaculirostris salvadorii","Salvadori's Fig-parrot","VU","LC","N","2013.2"
"Sarothrura ayresi","White-winged Flufftail","EN","CR","G","2013.2"
"Selasphorus ardens","Glow-throated Hummingbird","VU","EN","N","2013.2"
"Sitta magna","Giant Nuthatch","VU","EN","N","2013.2"
"Tangara meyerdeschauenseei","Green-capped Tanager","VU","NT","N","2013.2"
"Tanysiptera ellioti","Kofiau Paradise-kingfisher","EN","VU","N","2013.2"
"Terpsiphone cyanescens","Blue Paradise-flycatcher","NT","LC","N","2013.2"
"Thalassarche chrysostoma","Grey-headed Albatross","VU","EN","G","2013.2"
"Thalassarche melanophrys","Black-browed Albatross","EN","NT","N","2013.2"
"Xenotriccus mexicanus","Pileated Flycatcher","NT","LC","N","2013.2"
"Aparallactus lineatus","Lined Centipede-eater","DD","NT","N","2013.1"
"Abronia montecristoi","Monte Cristo Arboreal Alligator Lizard","CR","EN","N","2013.2"
"Adelphicos quadrivirgatum","Middle American Burrowing Snake","DD","LC","N","2013.2"
"Atheris hirsuta","Tai Hairy Bush Viper","VU","DD","N","2013.1"
"Celestus rozellae","Rozella's Lesser Galliwasp","NT","LC","N","2013.2"
"Chapinophis xanthocheilus",NA,"DD","EN","N","2013.2"
"Chioninia vaillantii","Vaillant's Mabuya","DD","EN","N","2013.1"
"Cynisca kraussi","Ghana Worm Lizard","EN","DD","N","2013.1"
"Cyrtodactylus biordinis","Guadalcanal Bow-fingered Gecko","DD","LC","N","2013.1"
"Dermochelys coriacea","Leatherback Turtle","CR","VU","G","2013.2"
"Emoia isolata","Bellona Skink","VU","LC","N","2013.1"
"Eutropis bibronii","Bibron's Skink","DD","LC","N","2013.2"
"Geomyersia coggeri","Cogger's Island Skink","VU","LC","N","2013.1"
"Lepidodactylus mutahi","Bougainville's Scaly-toed Gecko","LC","DD","N","2013.1"
"Lepidophyma reticulatum","Costa Rican Tropical Night Lizard","VU","LC","N","2013.2"
"Matoatoa spannringi",NA,"CR(PE)","DD","N","2013.2"
"Ogmodon vitianus","Fiji Snake","VU","EN","N","2013.1"
"Oligodon affinis","Western Kukri Snake","DD","LC","N","2013.1"
"Omoadiphas texiguatensis",NA,"DD","CR","N","2013.2"
"Parapistocalamus hedigeri","Bougainville Coral Snake","LC","DD","N","2013.1"
"Philochortus zolii",NA,"CR","EN","N","2013.1"
"Platyplectrurus madurensis","Travancore Hills Thorntail Snake","DD","EN","N","2013.1"
"Platyplectrurus trilineatus","Lined Thorntail Snake","LC","DD","N","2013.1"
"Polemon barthii","Guinea Snake-eater","DD","LC","N","2013.1"
"Rhadinella serperaster",NA,"DD","LC","N","2013.2"
"Ristella rurkii","Rurk's Ristella","VU","DD","N","2013.1"
"Tantilla vermiformis","Hallowell's Centipede Snake","DD","LC","N","2013.2"
"Trachylepis bensonii","Benson's Mabuya","DD","LC","N","2013.1"
"Tribolonotus blanchardi","Blanchard's Helmet Skink","VU","LC","N","2013.1"
"Trimeresurus gramineus","Common Bamboo Viper","DD","LC","N","2013.1"
"Uropeltis rubromaculatus","Red-spotted Earth Snake","DD","LC","N","2013.1"
"Uropeltis smithi","Smith's Earth Snake","DD","NT","N","2013.1"
"Afrixalus clarkei","Clarke's Banana Frog","VU","EN","N","2013.1"
"Alsodes pehuenche","Pehuenche Spiny-chest Frog","DD","CR","N","2013.1"
"Balebreviceps hillmani","Bale Mountains Treefrog","EN","CR","G","2013.1"
"Boulengerula changamwensis","Changamwensis African Caecilian","DD","EN","N","2013.2"
"Boulengerula niedeni","Sagalla Caecilian","CR","EN","N","2013.2"
"Boulengerula taitana","Taita African Caecilian","LC","EN","N","2013.2"
"Duellmanohyla uranochroa","Costa Rica Brook Frog","CR","EN","G","2013.1"
"Eleutherodactylus alticola","Jamaican Peak Frog","CR","DD","N","2013.1"
"Eleutherodactylus cundalli","Cundall's Robber Frog","VU","NT","N","2013.1"
"Ericabatrachus baleensis","Bale Mountains Frog","EN","CR","N","2013.1"
"Hoplophryne uluguruensis","Uluguru Blue-bellied Frog","VU","EN","N","2013.2"
"Hyperolius discodactylus",NA,"VU","LC","N","2013.2"
"Leptodactylodon axillaris",NA,"EN","CR","N","2013.1"
"Leptopelis parkeri",NA,"VU","EN","N","2013.2"
"Leptopelis uluguruensis",NA,"VU","EN","N","2013.2"
"Leptopelis vannutellii","Dime Forest Treefrog","VU","LC","N","2013.1"
"Leptopelis yaldeni","Yalden's Tree Frog","NT","VU","N","2013.1"
"Lithobates vibicarius","Rancho Redondo Frog","CR","VU","G","2013.1"
"Mannophryne olmonae","Bloody Bay Poison Frog","CR","VU","G","2013.1"
"Melanophryniscus admirabilis","Red-belly Toad","NT","CR","G","2013.2"
"Osteopilus pulchrilineatus","Hispaniolan Yellow Treefrog","EN","VU","N","2013.1"
"Osteopilus vastus","Hispaniolan Giant Treefrog","EN","VU","N","2013.1"
"Paracassina kounhiensis","Kouni Valley Striped Frog","LC","VU","N","2013.1"
"Praslinia cooperi","Cooper's Black Caecilian","VU","EN","N","2013.1"
"Pristimantis charlottevillensis","Charlotteville Robber Frog","VU","LC","N","2013.1"
"Probreviceps loveridgei",NA,"VU","EN","N","2013.2"
"Probreviceps macrodactylus",NA,"VU","EN","N","2013.2"
"Probreviceps rungwensis",NA,"VU","EN","N","2013.2"
"Probreviceps uluguruensis",NA,"VU","EN","N","2013.2"
"Ptychadena nana","Somali Grassland Frog","DD","EN","N","2013.1"
"Sechellophryne gardineri","Gardiner's Seychelles Frog","VU","EN","N","2013.1"
"Sechellophryne pipilodryas","Seychelles Palm Frog","VU","CR","N","2013.1"
"Sooglossus sechellensis","Seychelles Frog","VU","EN","N","2013.1"
"Sooglossus thomasseti","Thomasset's Frog","VU","CR","N","2013.1"
"Strongylopus merumontanus",NA,"VU","LC","N","2013.2"
"Ambloplites cavifrons","Roanoke Bass","VU","LC","N","2013.1"
"Anoxypristis cuspidata","Narrow Sawfish","CR","EN","N","2013.1"
"Catostomus bernardini","Yaqui Sucker","VU","DD","N","2013.1"
"Centrophorus harrissoni","Harrisson's Dogfish","CR","EN","N","2013.1"
"Chrosomus tennesseensis","Tennessee Dace","NT","VU","N","2013.1"
"Cottus tenuis","Slender Sculpin","DD","VU","N","2013.1"
"Cycleptus elongatus","Blue Sucker","NT","LC","N","2013.1"
"Cyprinella caerulea","Blue Shiner","VU","EN","N","2013.1"
"Cyprinodon bovinus","Leon Springs Pupfish","CR","VU","N","2013.1"
"Cyprinodon pecosensis","Pecos Pupfish","CR","VU","G","2013.1"
"Dionda diaboli","Devil's River Minnow","VU","EN","G","2013.1"
"Elassoma boehlkei","Carolina Pygmy Sunfish","NT","VU","N","2013.1"
"Entosphenus minimus","Miller Lake Lamprey","DD","VU","N","2013.1"
"Erimystax cahni","Slender Chub","VU","EN","N","2013.1"
"Etheostoma ditrema","Coldwater Darter","VU","EN","N","2013.1"
"Etheostoma fonticola","Fountain Darter","VU","EN","N","2013.1"
"Etheostoma kanawhae","Kanawha Darter","NT","LC","N","2013.1"
"Etheostoma luteovinctum","Redband Darter","NT","LC","N","2013.1"
"Etheostoma maculatum","Spotted Darter","NT","VU","N","2013.1"
"Etheostoma mariae","Pinewoods Darter","DD","LC","N","2013.1"
"Etheostoma moorei","Yellowcheek Darter","VU","EN","N","2013.1"
"Etheostoma rubrum","Bayou Darter","NT","EN","N","2013.1"
"Fundulus julisia","Barrens Topminnow","VU","EN","N","2013.1"
"Fundulus waccamensis","Waccamaw Killifish","EN","VU","N","2013.1"
"Gambusia nobilis","Pecos Gambusia","VU","EN","N","2013.1"
"Gila cypha","Humpback Chub","VU","EN","N","2013.1"
"Gila elegans","Bonytail","EN","CR","N","2013.1"
"Gila intermedia","Gila Chub","NT","EN","N","2013.1"
"Gila nigrescens","Chihuahua Chub","CR","VU","N","2013.1"
"Ictalurus pricei","Yaqui Catfish","VU","EN","G","2013.1"
"Iotichthys phlegethontis","Least Chub","VU","EN","N","2013.1"
"Lampetra hubbsi","Kern Brook Lamprey","NT","VU","N","2013.1"
"Meda fulgida","Spikedace","VU","EN","N","2013.1"
"Moxostoma ariommum","Bigeye Jumprock","DD","LC","N","2013.1"
"Moxostoma congestum","Gray Redhorse","DD","LC","N","2013.1"
"Notropis cahabae","Cahaba Shiner","CR","EN","N","2013.1"
"Notropis mekistocholas","Cape Fear Shiner","CR","EN","N","2013.1"
"Notropis oxyrhynchus","Sharpnose Shiner","DD","VU","N","2013.1"
"Notropis perpallidus","Peppered Shiner","NT","VU","N","2013.1"
"Noturus baileyi","Smoky Madtom","CR","VU","N","2013.1"
"Noturus gilberti","Orangefin Madtom","VU","EN","N","2013.1"
"Noturus munitus","Frecklebelly Madtom","NT","VU","N","2013.1"
"Noturus stanauli","Pygmy Madtom","VU","EN","N","2013.1"
"Noturus taylori","Caddo Madtom","VU","EN","G","2013.1"
"Noturus trautmani","Scioto Madtom","CR","EX","N","2013.1"
"Novumbra hubbsi","Olympic Mudminnow","NT","LC","N","2013.1"
"Oregonichthys crameri","Oregon Chub","VU","LC","G","2013.1"
"Oregonichthys kalawatseti","Umpqua Chub","NT","VU","N","2013.1"
"Percina antesella","Amber Darter","VU","EN","G","2013.1"
"Percina cymatotaenia","Bluestripe Darter","EN","VU","G","2013.1"
"Percina jenkinsi","Conasauga Logperch","VU","CR","G","2013.1"
"Percina macrocephala","Longhead Darter","NT","DD","N","2013.1"
"Phenacobius teretulus","Kanawha Minnow","VU","LC","N","2013.1"
"Plagopterus argentissimus","Woundfin","VU","CR","G","2013.1"
"Pogonichthys macrolepidotus","Sacramento Splittail","EN","LC","G","2013.1"
"Pristis clavata","Dwarf Sawfish","CR","EN","N","2013.1"
"Pteronotropis welaka","Bluenose Shiner","DD","VU","N","2013.1"
"Semotilus lumbee","Sandhills Chub","DD","LC","N","2013.1"
"Arabineura khalidi",NA,"VU","EN","N","2013.1"
"Azuragrion granti","Socotra Bluet","LC","NT","N","2013.1"
"Paragomphus sinaiticus","Sinai Hooktail","VU","NT","N","2013.1"
"Pseudagrion arabicum",NA,"VU","EN","N","2013.1"
"Arabicnemis caerulea","Powder Blue Damselfly","VU","LC","N","2013.1"
"Procordulia smithii","Ranger Dragonfly","DD","LC","N","2013.1"
"Palaemonetes cummingi","Squirrel Chimney Cave Shrimp","VU","CR(PE)","N","2013.1"
"Palaemonias ganteri","Kentucky Cave Shrimp","EN","VU","N","2013.1"
"Troglocaris anophthalmus",NA,"VU","LC","N","2013.1"
"Typhlatya monae","Mona Cave Shrimp","VU","LC","N","2013.1"
"Conus zebroides",NA,"VU","NT","N","2013.1"
"Abies cilicica","Cilician Fir","LC","NT","N","2013.1"
"Abies fabri","Faber’s Fir","LC","VU","N","2013.1"
"Abies fraseri","Fraser's Fir","VU","EN","N","2013.1"
"Abies guatemalensis","Guatemalan Fir","VU","EN","N","2013.1"
"Abies hickelii","Hickel's Fir","VU","EN","N","2013.1"
"Abies hidalgensis",NA,"DD","VU","N","2013.1"
"Abies holophylla","Needle Fir","LC","NT","N","2013.1"
"Abies homolepis","Nikko Fir","LC","NT","N","2013.1"
"Abies recurvata","Min Fir","LC","VU","N","2013.1"
"Abies vejarii","Vejar's Fir","LC","NT","N","2013.1"
"Actinostrobus pyramidalis","Swan River Cypress","NT","LC","N","2013.1"
"Afrocarpus usambarensis",NA,"VU","EN","N","2013.1"
"Agathis kinabaluensis",NA,"VU","EN","N","2013.1"
"Agathis labillardieri","New Guinea Kauri","LC","NT","N","2013.1"
"Agathis macrophylla","Fijian Kauri Pine","NT","EN","N","2013.1"
"Agathis microstachya","Atherton Kauri Pine","LR/cd","NT","N","2013.1"
"Agathis orbicula",NA,"VU","EN","N","2013.1"
"Agathis silbae",NA,"VU","NT","N","2013.1"
"Amentotaxus argotaenia","Catkin Yew","VU","NT","N","2013.1"
"Amentotaxus assamica","Assam Catkin Yew","VU","EN","N","2013.1"
"Amentotaxus formosana","Taiwan Catkin Yew","CR","VU","N","2013.1"
"Amentotaxus yunnanensis","Yunnan Catkin Yew","EN","VU","N","2013.1"
"Araucaria araucana","Monkey Puzzle","VU","EN","N","2013.1"
"Athrotaxis laxifolia",NA,"VU","EN","N","2013.1"
"Austrocedrus chilensis","Chilean Cedar","VU","NT","N","2013.1"
"Callitris baileyi","Bailey's Cypress-pine","VU","NT","N","2013.1"
"Callitris drummondii","Drummond's Cypress-pine","VU","NT","N","2013.1"
"Callitris roei","Roe's Cypress-pine","VU","NT","N","2013.1"
"Calocedrus macrolepis","Chinese Incense-cedar","VU","NT","N","2013.1"
"Cathaya argyrophylla",NA,"LR/cd","VU","N","2013.1"
"Cedrus atlantica","Atlas Cedar","LC","EN","G","2013.1"
"Cephalotaxus lanceolata","Gongshan Plum Yew","VU","EN","N","2013.1"
"Cephalotaxus latifolia","Broad-leaved Plum Yew","LC","NT","N","2013.1"
"Chamaecyparis lawsoniana","Port Orford Cedar","VU","NT","G","2013.1"
"Cunninghamia konishii",NA,"VU","EN","N","2013.1"
"Cupressus cashmeriana","Bhutan Cypress","VU","NT","N","2013.1"
"Cupressus duclouxiana","Yunnan Cypress","EN","DD","N","2013.1"
"Cupressus funebris","Funereal Cypress","LC","DD","N","2013.1"
"Cupressus goveniana","Gowen Cypress","VU","EN","N","2013.1"
"Cupressus guadalupensis","Guadalupe Cypress","VU","EN","N","2013.1"
"Cupressus sargentii","Sargent Cypress","LC","VU","N","2013.1"
"Cupressus sempervirens","Mediterranean Cypress","NT","LC","N","2013.1"
"Dacrycarpus kinabaluensis",NA,"LR/cd","LC","N","2013.1"
"Dacrydium ericioides",NA,"VU","LC","N","2013.1"
"Dacrydium gibbsiae",NA,"LR/cd","LC","N","2013.1"
"Dacrydium gracile",NA,"VU","NT","N","2013.1"
"Dacrydium medium",NA,"LC","VU","N","2013.1"
"Dacrydium pectinatum",NA,"LC","EN","N","2013.1"
"Falcatifolium angustum",NA,"VU","EN","N","2013.1"
"Falcatifolium falciforme",NA,"LC","NT","N","2013.1"
"Fokienia hodginsii","Fujian Cypress","NT","VU","N","2013.1"
"Halocarpus kirkii",NA,"VU","NT","N","2013.1"
"Juniperus angosturana",NA,"LC","VU","N","2013.1"
"Juniperus blancoi",NA,"VU","NT","N","2013.1"
"Juniperus comitana",NA,"VU","EN","G","2013.1"
"Juniperus convallium",NA,"DD","LC","N","2013.1"
"Juniperus durangensis",NA,"VU","LC","N","2013.1"
"Juniperus gamboana",NA,"VU","EN","N","2013.1"
"Juniperus komarovii",NA,"NT","LC","N","2013.1"
"Juniperus procera","African Pencil Cedar","NT","LC","N","2013.1"
"Juniperus przewalskii","Przewalsi Juniper","NT","LC","N","2013.1"
"Juniperus saltillensis",NA,"LC","EN","N","2013.1"
"Juniperus saxicola",NA,"VU","CR","N","2013.1"
"Juniperus taxifolia","Luchu Juniper","DD","NT","N","2013.1"
"Juniperus tibetica","Tibetan Juniper","LC","VU","N","2013.1"
"Keteleeria evelyniana",NA,"LC","VU","N","2013.1"
"Lagarostrobos franklinii","Huon Pine","LR/cd","LC","N","2013.1"
"Larix mastersiana","Masters' Larch","VU","EN","N","2013.1"
"Lepidothamnus fonkii","Chilean Rimu","VU","LC","N","2013.1"
"Libocedrus bidwillii","Cedar","LC","NT","N","2013.1"
"Metasequoia glyptostroboides","Dawn Redwood","CR","EN","N","2013.1"
"Nageia maxima",NA,"VU","EN","G","2013.1"
"Nageia motleyi",NA,"LC","VU","G","2013.1"
"Nothotsuga longibracteata","Bristlecone Hemlock","EN","NT","N","2013.1"
"Pherosphaera fitzgeraldii","Dwarf Mountain Pine","EN","CR","N","2013.1"
"Pherosphaera hookeriana","Mount Mawson Pine","LC","NT","N","2013.1"
"Picea alcoquiana","Alcock's Spruce","LC","NT","N","2013.1"
"Picea asperata","Dragon Spruce","LC","VU","N","2013.1"
"Picea breweriana","Brewer's Spruce","NT","VU","N","2013.1"
"Picea farreri","Farrer's Spruce","EN","VU","N","2013.1"
"Picea linzhiensis",NA,"LC","NT","N","2013.1"
"Picea martinezii","Martinez's Spruce","CR","EN","N","2013.1"
"Picea maximowiczii","Maximowicz's Spruce","VU","EN","N","2013.1"
"Picea meyeri","Meyer's Spruce","LC","NT","N","2013.1"
"Picea neoveitchii","Veitch's Spruce","EN","CR","N","2013.1"
"Picea purpurea","Purple Cone Spruce","LC","NT","G","2013.1"
"Picea retroflexa","Tapao Shan spruce","VU","EN","N","2013.1"
"Pinus albicaulis","Whitebark Pine","VU","EN","G","2013.1"
"Pinus aristata","Rocky Mountain Bristlecone Pine","NT","LC","N","2013.1"
"Pinus clausa","Sand Pine","NT","LC","N","2013.1"
"Pinus coulteri","Coulter Pine","LC","NT","G","2013.1"
